region,country,gdp_per_capita,gdp_growth,exports_gdp_pct,imports_gdp_pct,agriculture_land_pct,unemployment_rate,industry_value_added_pct,household_consumption_pct,population_total,urban_population_pct,life_expectancy,infant_mortality,population_65plus_pct,health_expenditure_pc,health_expenditure_gdp,hospital_beds_per_1k,maternal_mortality,access_to_safe_water,primary_enrollment,secondary_enrollment,tertiary_enrollment,adult_literacy_rate,control_of_corruption,government_effectiveness,political_stability,regulatory_quality,rule_of_law,voice_and_accountability,electricity_access_pct,internet_users_pct,air_passengers,co2_emissions_pc
Middle East & North Africa,Kuwait,27025.94423888356,0.33644392571367954,54.039595289515056,39.5310904091216,8.433782267115602,2.4496363636363636,58.367254796617,39.54244464060176,4327567.7272727275,100,80.13998536585368,7.68,3.0229309230525754,1501.3473036022222,4.774676084444445,2.1142857142857143,17.1,100,90.49495825530798,94.22970199584961,54.643654154226425,96.0625,-0.14498857036232948,-0.0950562506914138,0.1275912307202816,0.05178255597129461,0.16409463929012427,-0.6478508651256562,100,94.17184,4367769.625,23.552754369348662
East Asia & Pacific,Lao PDR,2434.2993886372187,4.931439956335838,35.972077138487535,50.67790650065691,10.023266897746968,2.2037272727272725,30.86183487359208,69.83114087513289,7235544.818181818,35.66563636363637,67.67269999999999,41.56,4.266415587583646,55.56160566444444,2.367812501111111,1.3475,147.7,82.05554354016408,103.62785985756958,60.702806886619534,15.09532443290615,78.0066680908203,-0.9903565108776089,-0.5956784933805466,0.5905206024646757,-0.8478366136550906,-0.8303740501403808,-1.73251006603241,94.19,40.54983,930064.75,2.4953036149707053
Middle East & North Africa,Lebanon,7247.993154616299,-3.317907347207222,23.977960718810504,52.73469754292454,65.69504887585532,10.931799999999999,10.297396150961703,104.1325489666977,5984165.818181818,88.76490909090909,77.5161,12.94,8.492548093953818,577.4883761944444,7.288673507777778,2.825,20,91.96296972302568,77.47955279980161,63.09341314911156,48.73101310898693,92.3422390901828,-1.1047563016414652,-0.8642461568117149,-1.597297000885009,-0.6264775007963173,-0.9050552546977985,-0.5477904617786408,99.88,79.46858,2420593.75,3.9220158049625846
Sub-Saharan Africa,Madagascar,446.867037759888,2.9159726584676973,27.366661113748407,33.6050597494268,70.29047782743211,2.549181818181818,21.133842355392094,72.44021717543946,28276058.636363637,37.869727272727275,63.2404,44.26,3.0718518924554554,19.95558675222222,4.156024272222222,0.32,461.6,50.39387532709065,133.71418500747683,34.908274315144396,5.199187251926045,75.68500137329099,-0.9740162134170532,-1.1559284925460809,-0.4697917908430099,-0.7835656702518463,-0.868983459472656,-0.3255549654364586,30.39,10.013577,411100.3415,0.12899747428678351
East Asia & Pacific,Malaysia,10520.975282456628,4.18245454910242,69.35089223889754,62.460736710509636,25.940334804443765,3.6540909090909093,37.94515166998996,57.42302496639172,33270658.90909091,76.51881818181818,75.5255,6.69,6.545979496842867,407.90518866555556,3.8788445533333333,1.9224999999999999,32.1,97.08507777354224,93.8887101545434,78.18956487885231,40.47206158789198,95.10999908447266,0.20516755003482098,0.9522866308689122,0.16729095913469802,0.6648849844932557,0.4961985707283021,-0.19458027174405293,99.95,85.31497272727273,44689155.620375,7.779234393177006
South Asia,Maldives,10253.629519612836,6.268730349896706,72.17499088571206,72.3103671309203,20.846532438478746,5.319909090909091,10.656122655295755,46.415686163388074,481851.54545454547,40.24545454545454,79.2641,6.82,4.040148820562536,921.3674519855556,9.15486055,5.196666666666667,41.9,99.28218815571482,97.8106545765687,73.17886981337863,28.50566122027717,97.2650012969971,-0.4451234340667725,-0.1573754966259003,0.3906715257093309,-0.5357688844203949,-0.32573242895305177,-0.4249381333589552,99.96,70.62641,1027208.1295702775,4.737506025999976
Sub-Saharan Africa,Mali,874.1594035092845,4.5443242446314125,22.036524652500557,32.1315376469243,34.960032290053185,2.413,23.6844830061849,72.77448044639554,21140986.545454547,43.10727272727273,58.872,64.28,2.5195812094086647,30.213646783333335,3.802034537777778,0.244,434,77.76614040952747,72.0085716327479,39.29915449319797,5.331279119260055,34.27000045776364,-0.7609385550022126,-1.088850420713425,-2.0981149911880492,-0.6368879079818726,-0.8487942278385162,-0.5017923802137373,45.57,22.91316,0,0.2574656447886556
Sub-Saharan Africa,Mauritius,10248.326020506705,2.678913511445804,45.96067803050807,54.686470677662136,43.062463695543315,6.810363636363636,18.033923764784532,71.7580441519541,1263609.4545454546,40.870636363636365,74.08934146341464,13.51,10.911753690032933,577.9876708966667,5.767364821111111,3.555,64.8,99.91658429379541,99.24951102050692,92.84992899923681,41.734665313284154,93.13939948895477,0.29579893872141816,0.9155942738056174,0.8590859055519104,1.110974073410033,0.7884967505931852,0.7470384716987609,99.73,61.71962,1265208.5,3.218996704039603
Latin America & Caribbean,Mexico,10016.126275616785,1.5076901411661692,37.56655786554402,38.98438430829561,50.569034373312064,3.667727272727273,31.76718769989874,68.80374564898317,125500523,80.43754545454546,73.5544,12.47,7.314910183010061,559.6019558377777,5.531138421111111,0.9975,51.3,98.65836339065271,104.9310684204102,101.90786819458008,41.14852943420409,95.27425986939944,-0.937662625312805,-0.14797064289450634,-0.741065376996994,0.05292338188737622,-0.6451040893793107,-0.05713297423499174,99.59,64.76127,52655860.75,3.8159108723732795
Europe & Central Asia,Moldova,3301.1428821404093,2.1334551889276576,32.448854737625346,58.31631096953136,71.85439398962967,1.348090909090909,20.531241724570457,86.21123462329282,2657295.090909091,42.85463636363637,70.2979,13.84,13.723727770015763,278.6699083122222,7.419653414444444,5.7725,21.3,90.2633080415581,105.84346842583909,99.00233940898913,58.923181130073,99.3600006103516,-0.6715360701084137,-0.48034958988428106,-0.3783156409859657,-0.013168621412478316,-0.3819224566221238,0.008035460300743596,99.96000000000001,65.46246,924307.715875,3.3297818755167237
East Asia & Pacific,Mongolia,4124.773493084227,4.10333531247675,59.13817137484573,60.56518026290883,72.25483124882965,6.307090909090909,36.0653736968485,55.4889234182282,3259476.1818181816,68.615,71.10582926829268,13.47,4.278863925207726,224.8954755988889,5.235435697777778,8.03625,48.3,80.76485987455334,94.70381827993694,94.02008771425305,67.10293546026091,98.5304604213694,-0.4983142167329787,-0.35611356496810914,0.7089096188545227,-0.16772271154914037,-0.2692680090665815,0.2903223469853401,95.49,49.5928,496680,7.005737669893724
Middle East & North Africa,Morocco,3258.3752441406273,2.5221015352307643,35.10648849864024,44.237141042867314,67.4830014788259,9.584363636363637,25.42048221221115,60.123638551996486,36181297,62.97609090909091,73.7435,18.65,6.771852198491189,181.1909535722222,5.259593645555555,0.9550000000000001,86.4,83.44223323536067,110.953881554963,82.40667272023494,37.84389127527873,64.2600021362305,-0.3358714938163757,-0.1858197826892138,-0.3672631621360779,-0.11874549183994534,-0.2110249236226081,-0.6131927073001862,99.00999999999999,73.5963,6961712.75,1.8411474069508864
Sub-Saharan Africa,Mozambique,605.7404068908544,3.731327623121535,39.58548502432179,70.41639595299873,52.48611027747399,3.605909090909091,22.02928740121649,69.8972734853484,30014293.545454547,36.558454545454545,60.6655,50.2,2.773185066582041,40.48427412444445,7.660003078888889,0.7525,161.4,55.328464871833866,115.704238666138,35.24144744873047,7.00661271546711,59.53945501435338,-0.8174651384353638,-0.8413506031036379,-0.9540760487318045,-0.7098789185285567,-1.0084398031234727,-0.4768689557909965,29.14,11.995533,560601.2180183938,0.27827032450966405
South Asia,Nepal,1015.6734892455943,4.311375182774619,7.7437001328226485,36.99713947159577,27.021207534007672,10.995454545454546,12.533848708179566,83.17571603875459,28678105.454545453,20.201272727272727,68.8637,28.23,5.954088217672246,55.98709742333333,5.205311298888889,0.26375,185.2,89.71601971147557,131.2822140185046,79.62233862789579,14.462296636003009,67.02851140032966,-0.6371078610420227,-0.9522533059120178,-0.4980778992176056,-0.7408993601799011,-0.580863183736801,-0.18191041965037577,89.31,33.376819999999995,1853884.689,0.4703453134885992
Sub-Saharan Africa,Niger,525.6925503653637,5.623252676282624,16.204965897288314,26.01763488744456,36.62673087550328,0.5288181818181819,20.411611410320795,67.82571340564066,23012403.363636363,16.600454545454546,59.7104,69.01,2.508240197389363,29.22320811,5.246271928888889,0.2614285714285714,417.4,47.01061158090476,68.58186188659526,20.8993886741269,3.770032259681538,32.543343051288396,-0.6276635646820067,-0.7126256227493288,-1.369809877872467,-0.7474254965782164,-0.5996757417917253,-0.4391923516988754,17.990000000000002,12.875717777777776,14649.34,0.10597886910760149
Middle East & North Africa,Oman,18269.066324853007,1.9879664520558977,52.30235345557484,42.26946934112188,4.691954765751212,2.814090909090909,53.27326815918473,37.01847818420581,4580789,85.09136363636364,78.91890000000001,8.77,2.601677926327684,745.0296427388889,3.86361893,1.1442857142857144,21.8,91.34937295212221,98.08394108825338,99.10046655584142,44.88964747102271,95.70200042724608,0.22302606366574762,0.11346422284841529,0.6214132994413375,0.4313860848546029,0.4681516915559767,-1.094844043254854,100,86.61456363636364,6801545.625,18.723976585428815
Middle East & North Africa,Pakistan,1530.0122637660743,3.7457295131207413,9.624982109460168,18.16792492045649,47.23264321295143,4.421454545454545,19.40600494771204,82.87340252731052,231786548.1818182,36.985,66.2931,57.83,3.99511338698031,37.69268714111111,2.7626150977777777,0.5,182.7,90.03824334825373,77.46116396533587,38.56633033639536,9.943500688375519,57.99599990844726,-0.8530815660953521,-0.6404236912727356,-2.1528692603111272,-0.7277448713779449,-0.7350966870784761,-0.8048889935016632,93.29,17.1508,6996304.035553924,0.8855131733475019
Latin America & Caribbean,Panama,15029.067376938689,4.264232042410237,44.05103725247472,43.80966451080509,29.63316266816165,6.926,26.829486310030745,50.533985620206984,4217842.181818182,68.087,77.9653,12.549999999999999,8.098074243816455,1211.0459730355556,7.962820636666667,2.024285714285714,48.5,93.7992665854027,96.63660510327145,77.95916366577148,49.96437348372644,95.95107877763044,-0.5685564577579497,0.07999743670225154,0.2955626606941225,0.3330235153436661,-0.17756056687794627,0.5468656599521635,93.88,62.8807,10709806.854798937,2.6810652884840414
Latin America & Caribbean,Peru,6430.099837165349,2.405053580403733,25.19980124534566,23.866064344555515,18.9749991953125,4.239636363636364,32.1058918925949,63.81807273268852,32240437.09090909,78.12372727272727,75.5196,14.25,8.59449550187009,368.7306857633333,5.440530406666666,1.6025,75.4,92.38348253055078,108.06607742309579,101.94220886230455,72.23139572143555,94.10857282366074,-0.6011585175991059,-0.3084738090634348,-0.3583371981978417,0.37307500317692766,-0.5134643793106081,0.19780584983527655,95.08,60.40824545454545,13584547.784,1.720462361836379
East Asia & Pacific,Philippines,3344.9755349223287,4.929558166822576,27.37608611710811,37.61925350401112,42.2996277291478,2.671181818181818,29.56688005213429,73.92278586963626,110371538.63636364,47.232727272727274,69.37349999999999,22.45,4.51681158992044,147.674423217,4.50371666,0.97625,99.5,93.22117588680858,95.9907247943743,84.99702414919844,35.93195924945166,97.6433334350586,-0.5249784380197525,0.09043854270130401,-0.9144836604595176,0.09030163101851933,-0.5114537477493286,0.02478042319417004,94.01,51.91765,32478371,1.231742165035206
Middle East & North Africa,Qatar,65022.58166038233,1.798836004221016,56.69298795370389,36.4937778391519,6.344647519582245,0.13963636363636364,59.196567795035264,22.567305225216458,2564442.8181818184,99.16372727272727,81.9161,5.640000000000001,1.2571227221306844,2025.4289143888889,3.0955468544444447,1.0333333333333334,5.7,99.96438718388046,100.3305557915976,101.23190417908432,21.500546648615135,97.75,0.7953412950038911,0.896629440784455,0.8283609032630919,0.7121242970228195,0.8218075513839724,-1.1598911881446827,100,97.48051,24431564.125,46.1307755115469
Europe & Central Asia,Romania,10783.788564128896,3.402475786891702,40.40969186527766,44.076098859715266,57.957232267037554,5.431636363636364,28.25208814727518,62.2643221456495,19402347.727272727,54.206272727272726,75.00317073170733,6.2700000000000005,18.539710140992938,675.2808600522222,5.5463424266666665,6.868571428571428,16,99.99999945750369,88.93448638916016,87.22797088623047,52.74805374145508,99.1600036621094,-0.12820690311491478,-0.07652645162306725,0.30203681774437413,0.4340165555477142,0.37090336233377463,0.5350924581289291,99.61,73.22493636363636,3732080.8,4.04757380670724
Europe & Central Asia,Russian Federation,9873.142134232954,1.4538367232722247,26.78552350646965,19.672964680319136,13.159700235759336,4.625363636363637,30.649010524592125,51.15822872690843,144693352.72727272,74.65172727272727,71.88151219512196,5.14,15.052002075988645,700.5726860877778,6.007433944444444,7.30875,14.3,96.71202445352715,99.9321640007788,95.3963297362675,74.27715006809808,99.9300003051758,-0.9273989796638491,-0.28528535142540934,-0.8171344637870787,-0.6282320946454997,-0.8958895266056055,-1.125925338268279,99.46000000000001,82.1327,85419059.625,12.871978020569282
Sub-Saharan Africa,Rwanda,853.9418986990468,6.878481857379214,20.283490561993762,35.30858704538834,79.84069031211999,12.398818181818182,18.851199804216442,74.50522302279182,12788480.545454545,17.39727272727273,66.4541,32.19,3.3813102809803453,55.13410992111111,6.950521521111111,0.7257142857142856,264.5,61.40632187620665,143.1921450903562,42.69390397932276,7.616639469746782,75.7075023651123,0.5990344107151032,0.1286342137493193,0.019181927689351168,0.07965622320771218,0.10925284251570702,-1.0649990379810332,39.910000000000004,20.91253,911134.5639033762,0.10959714642985491
Middle East & North Africa,Saudi Arabia,24253.408920783862,3.04640002374138,32.18899016126369,26.235600826186044,80.76626164237635,5.673272727272727,46.61338116238027,43.40610047295179,31257492.363636363,84.06518181818181,77.9757,6.14,2.495179872858678,1471.48091634,5.700228533333333,2.14,8.7,98.6621004167373,103.0875201867275,106.55032412090225,69.4685869309073,96.9499994913737,0.2629591433331371,0.32644016221165667,-0.5139687687158584,0.13749371711164712,0.20119365900754926,-1.659888637065886,99.98,90.02561818181819,34327345.11125,19.326340527429778
Sub-Saharan Africa,Senegal,1354.115442983242,5.460317002133917,23.552818349419056,40.62975153118469,48.629823923544386,3.9050000000000002,23.75581581673121,69.18135166078744,16342102,47.69509090909091,67.21170000000001,34.73,3.53904330898905,62.65040122222222,4.419072311111111,0.7166666666666667,297.1,81.489746667463,84.48205226394407,46.42139084933771,13.093453146673083,47.56500053405763,-0.0020116999512538574,-0.21454852316528555,-0.12889660261571415,-0.24744991362094879,-0.22321715056896216,0.2461593598127366,65.85,40.38089,205678.50331998913,0.6636165810847219
East Asia & Pacific,Singapore,61673.5879783367,3.2869418890774527,179.33315605318492,148.13782256060628,0.92426696987476,3.770909090909091,23.62062322934342,33.50126691100856,5663400.909090909,100,83.05000000000001,2.0100000000000002,11.066414352801907,3015.162462021111,4.530311054444445,2.47375,12.1,100,100.32354198541022,104.718212606425,91.78173576558254,97.17500019073486,2.089698457717894,2.236416602134703,1.425606143474579,2.198973655700683,1.799901640415191,-0.13301161564886563,100,88.8734,29292819.42709775,9.804815230681054
Europe & Central Asia,Spain,27184.658185386135,2.1361259414961555,34.89919186950044,32.08336369152201,52.415459000027774,16.319909090909093,20.01756736374666,56.85838366474282,47232483,80.57254545454546,83.23634146341465,2.66,19.500170535109827,2704.472086588889,9.446506077777778,2.9625000000000004,3.5,99.92605505630539,102.69002761840821,120.58311004638671,91.52541580200196,98.53499857584633,0.6421530365943908,0.9798848390579231,0.3252836301922798,0.8484192550182347,0.9136791944503786,1.0382407844066626,100,88.15067272727272,61356005.99975,5.36634292367396
South Asia,Sri Lanka,4214.270249833575,1.736407314835541,19.772548035475946,25.297366229077493,45.28669547206478,4.710727272727273,29.110845033659817,64.08749917337722,21644727.272727273,18.677818181818182,76.5294,6.41,10.369390004869745,147.66360304111112,3.7880672333333334,3.882857142857143,22.6,88.09457314660189,95.39867044898685,92.222479103083,19.17844809795743,92.33225259968873,-0.365946152806282,-0.1359013345558196,-0.24676606189459563,-0.2679899878799916,-0.007976236667309431,-0.17752874847501512,98.14,31.34878,4241615.125,0.998087011712729
Middle East & North Africa,Syrian Arab Republic,771.5494336858193,-1.8322544244632806,14.029206424367143,37.95082443844896,75.36760442193541,13.887272727272727,17.178056195743885,97.61880936962122,21041452.90909091,54.800636363636364,68.7211,22.33,4.460991895660609,36.312122134444444,3.936637428888889,1.39625,23.4,93.7000490355118,73.84964294433594,39.27266159057618,45.35251235961913,94.4199981689453,-1.672278499603272,-1.719644689559936,-2.759888458251953,-1.7598769783973691,-1.930477690696716,-1.931083881855012,89,31.843233333333334,192194.5707764981,1.2720114841098302
Sub-Saharan Africa,Tanzania,1025.5058649236523,5.387796168240666,16.184272403641923,19.535252251183042,44.11362610069993,2.4594545454545456,26.727851186342193,58.022128937277884,59286746.09090909,34.508272727272725,65.493,35.83,2.996403660041681,37.223316615555554,3.7438970933333335,0.562,298.9,55.11590552434132,92.17141629795157,28.207956690416786,4.491326157046097,79.55700708969452,-0.4861500829458238,-0.6537213146686554,-0.4137345910072328,-0.567495995759964,-0.4806761682033537,-0.4455887809395791,36.39,16.50147,1250773.05675,0.27093477115611686
East Asia & Pacific,Thailand,6120.994320542793,1.8813638199407205,64.09696007855678,57.835262736100375,44.99414672434379,0.8047272727272727,34.58534987213859,52.463463665053794,71286375.54545455,50.666909090909094,76.7627,9.26,12.44959672281096,278.98569912333335,4.20593185,2.17625,42.4,99.51906124604166,103.13958298726236,95.7446471208318,45.755150373280266,92.1979995727539,-0.47690678536891923,0.22154526859521861,-0.6759125709533691,0.08356250366196027,0.017775729205459393,-0.8445295780897143,99.85,66.32381818181818,53669019.11306337,3.868410925666687
Sub-Saharan Africa,Togo,813.2978069611265,4.953889788851613,24.90906034115311,36.661458417915526,70.23349880492738,2.4002727272727276,20.808469956731976,77.58540879306598,8475484.545454545,42.277454545454546,60.6926,41.04,3.00177355101598,50.181414286666666,6.011214255555555,0.6383333333333333,422,66.68174402809616,119.05847292806045,62.41855344284237,12.387519725430243,65.95207264346658,-0.7271839559078217,-0.948412519693376,-0.657171568274498,-0.7193873196840285,-0.6608801007270813,-0.7209778606891631,51.39,20.46124,502000.5049900545,0.24799866709906174
Middle East & North Africa,Tunisia,3997.997537355791,1.0375987705672067,44.148862566730955,54.41206177365131,62.59236611740474,15.799363636363637,23.96788877782987,73.16198929785763,11828715.636363637,69.28263636363636,75.1267,14.1,8.023267357898632,246.22344462222222,6.449962985555556,1.93375,41.3,95.59223813431134,105.24737040201822,87.02479044596353,33.26820697784424,81.8000015258789,-0.1692520968616008,-0.14244518256746228,-0.8296731352806089,-0.4161579638719557,0.009664267115294924,0.1290195792913436,99.93,60.84303,3420245.25,2.574205178344618
Europe & Central Asia,Turkiye,12599.332620880632,4.800805257301019,29.688750558351224,31.26101578512462,49.615399607603656,10.920727272727273,28.60987415575744,58.14842729181982,82030382.18181819,75.57190909090909,76.8808,9.56,8.717979965415953,425.11682468000004,4.2519479066666666,2.7642857142857142,18.5,96.66493730514064,103.9199795193142,111.27603997124578,111.27835761176225,96.1750005086263,-0.3121693432331084,-0.02152944966219351,-1.339230895042419,0.033945730887353344,-0.3528008751571178,-0.7206737101078035,100,71.69254545454545,91247353.10975,5.069845033906104
Middle East & North Africa,United Arab Emirates,42603.3174843101,3.0871825529334753,99.52307511319216,77.2209085516231,5.44871402421853,2.456272727272727,45.84643765962445,41.211494407503764,9447943.818181818,86.75,81.8109,5.14,1.5709130759786674,1899.83573405,4.356797455555555,1.61125,3.5,99.97324095158534,107.07471376140742,101.8230963850181,57.71748658467596,98.21399841308596,1.111353552341461,1.413015496730804,0.6637239813804626,1.0090603709220898,0.7827120602130891,-1.117470908164979,100,96.71999090909091,73914326.76125,21.76878333535525
Europe & Central Asia,Uzbekistan,3239.067244377573,5.9227219709122885,20.3489861798898,31.573873214773,58.157787102639674,5.058727272727273,28.3288733168268,66.58231310582559,33108860.545454547,50.56163636363636,71.7389,15.64,5.2057782137049475,122.40114424111111,5.660774496666667,4.495,29.2,95.17265305113212,96.75028707652778,94.61419745680747,20.733402207500028,99.99142892020089,-1.0466484963893892,-0.5393180549144745,-0.281998959183693,-1.126065039634704,-1.044298857450486,-1.640331709384916,99.95,61.99953,2460567.125,3.753689667167625
East Asia & Pacific,Viet Nam,3178.3809643658496,6.179701806199822,82.60916327861713,78.78842463721944,38.67653360330911,1.705,36.38699155507331,56.746713338213134,96829622.0909091,36.63881818181818,74.27799999999999,14.94,7.426622495180906,151.64518822666668,4.746870833333333,2.5,53.3,95.024838650863515,104.19518886577609,92.1939480865531,33.7174140203752,95.939998626709,-0.4458945453166962,0.07195273302495482,0.03131816014647485,-0.4245554506778717,-0.13010564707219593,-1.360984301567078,99.67,65.54359090909091,35064445.534,2.937222905650827
